,Unnamed: 0,Price,Address,Bedrooms,Bathrooms,Sqft,ZipCode,State,City,Latitude,Longitude,County
857,857,1695000.0,"94 South 2000 East, Spanish Fork, UT 84660",6.0,4.0,4600.0,84660.0,UT,Spanish Fork,40.1075309,-111.6209248,Utah County
858,858,625000.0,"11351 S Prosperty Rd, South Jordan, UT 84009",3.0,2.5,2604.0,84009.0,UT,South Jordan,,,Salt Lake County
859,859,90000.0,"1189 West Prodo Vista Drive, West Valley City,...",2.0,2.0,950.0,,,,,,Unknown
860,860,225000.0,"555 N. Starcrest Dr, #b24, Salt Lake City, UT 84116",1.0,1.0,606.0,84116.0,UT,Salt Lake City,,,Salt Lake County
861,861,759900.0,"1359 N 3250 W, Provo, UT 84601",5.0,3.5,4136.0,84601.0,UT,Provo,40.252442,-111.7164914,Utah County
862,862,449900.0,"12992 S. Cohab Canyon Ct., Riverton, UT 84096",4.0,3.5,1839.0,84096.0,UT,Riverton,,,Salt Lake County
863,863,449999.0,"3776 South 1215 East, Millcreek, UT 84106",3.0,1.0,1054.0,84106.0,UT,Millcreek,40.6883838,-111.8564393,Salt Lake County
864,864,96400.0,"221 E Detroiter Cir, Murray, UT 84107",2.0,2.0,1056.0,84107.0,UT,Murray,40.676364,-111.8862729,Salt Lake County
865,865,2290000.0,"1594 Tree Top Lane, Heber City, UT 84032",4.0,5.0,5407.0,84032.0,UT,Heber City,,,Wasatch County
866,866,97900.0,"4449 Pan American Dr., Murray, UT 84107",2.0,2.0,1152.0,84107.0,UT,Murray,40.6755961,-111.8839496,Salt Lake County
867,867,92500.0,"1589 Indian Summer Dr., #51, Salt Lake City, UT...",2.0,2.0,1056.0,,,,,,Unknown
868,868,489900.0,"968 W 350 S , Alpine, UT 84004",4.0,3.0,1902.0,84004.0,UT,Alpine,,,Utah County
869,869,119000.0,"2873 S 2540 W, #211, West Valley City, UT 84...",3.0,2.0,1056.0,,,,,,Unknown
870,870,474900.0,"956 W 350 S, Alpine, UT 84004",4.0,3.0,1902.0,84004.0,UT,Alpine,,,Utah County
871,871,454900.0,"954 W 350 S, American Fork, Alpine, UT 84004",3.0,2.5,1680.0,84004.0,UT,Alpine,,,Utah County
872,872,349000.0,"114 E Bella Monte Dr, #4, Draper, UT 84020",3.0,2.0,1214.0,84020.0,UT,Draper,,,Salt Lake County
873,873,810000.0,"2280 E 11660 S, Sandy, UT 84092",5.0,3.5,3463.0,84092.0,UT,Sandy,40.5395286,-111.8253132,Salt Lake County
874,874,680000.0,"1234 East 400 South, Pleasant Grove, UT 840...",6.0,2.75,3318.0,,,,,,Unknown
875,875,499000.0,"504 East 2875 North, Provo, UT 84042",4.0,2.0,2015.0,84042.0,UT,Provo,40.271842,-111.651472,Utah County
876,876,1800000.0,"2196 E 6450 S, Cottonwood Heights, UT...",4.0,2.5,4000.0,,,,40.63343485,-111.82837890130455,Unknown
877,877,575000.0,"2754 West Shady Hollow Loop, Lehi, UT 84043",5.0,3.0,2570.0,84043.0,UT,Lehi,40.4410434,-111.8931128,Utah County
878,878,495000.0,"5178 W Lake Ave, South Jordan, UT 84009",2.0,2.5,1449.0,84009.0,UT,South Jordan,40.5413795,-112.0427893,Salt Lake County
879,879,105000.0,"300 N Redwood Rd., Salt Lake City, UT 84116",3.0,2.0,1250.0,84116.0,UT,Salt Lake City,40.78461,-111.939394,Salt Lake County
880,880,517500.0,"9673 S 520 E, Sandy, UT 84070",4.0,1.75,1757.0,84070.0,UT,Sandy,40.5765533,-111.8764101,Salt Lake County
881,881,315000.0,"4312 S. Cromwell, Taylorsville, UT 84119",3.0,1.5,1302.0,84119.0,UT,Taylorsville,,,Salt Lake County
882,882,466009.0,"12997 S. Mulley Twist Ct., Riverton, UT 84096",4.0,3.5,1854.0,84096.0,UT,Riverton,,,Salt Lake County
883,883,654900.0,"1360 E. Brookshire Dr., Millcreek, UT 84106",4.0,2.5,2438.0,84106.0,UT,Millcreek,40.6946117,-111.8523985,Salt Lake County
884,884,899999.0,"11486 S Markridge Cir., South Jordan, UT 84095",5.0,3.5,4305.0,84095.0,UT,South Jordan,,,Salt Lake County
885,885,468578.0,"12986 S. Cohab Canyon Ct., Riverton, UT 84096",4.0,3.5,1854.0,84096.0,UT,Riverton,,,Salt Lake County
886,886,1199000.0,"2073 E Windsor Oak Cv, Sandy, UT 84092",6.0,4.75,5388.0,84092.0,UT,Sandy,,,Salt Lake County
887,887,625000.0,"9962 S Mumford Dr, Sandy, UT 84094",5.0,2.5,2730.0,84094.0,UT,Sandy,,,Salt Lake County
888,888,523000.0,"4451 South Jordan Parkway, South Jordan,...",3.0,3.0,3232.0,,,,40.5607926,-111.9214805,Unknown
889,889,120000.0,"3275 S Eastcrest Lot 268, Salt Lake City, UT 84104",3.0,2.0,1080.0,84104.0,UT,Salt Lake City,,,Salt Lake County
890,890,829000.0,"3459 West Via Felicidad Way, South Jordan, UT 8...",5.0,2.0,3758.0,,,,,,Unknown
891,891,350000.0,"5209 S Gravenstein Park, Salt Lake City, UT 84123",3.0,2.5,1376.0,84123.0,UT,Salt Lake City,,,Salt Lake County
892,892,345000.0,"3854 W Garonne Ave, West Jordan, UT 84084",3.0,2.0,1116.0,84084.0,UT,West Jordan,,,Salt Lake County
893,893,562500.0,"290 E 200 N, Mapleton, UT 84664",5.0,3.0,3300.0,84664.0,UT,Mapleton,,,Utah County
894,894,507500.0,"1553 E 1100 S, Spanish Fork, UT 84660",6.0,2.5,2160.0,84660.0,UT,Spanish Fork,40.09527,-111.637613,Utah County
895,895,549900.0,"887 E 700 N, Pleasant Grove, UT 84062",5.0,2.5,2296.0,84062.0,UT,Pleasant Grove,40.3711152,-111.7208519,Utah County
896,896,599900.0,"10870 N Marble Mnr, Highland, UT 84003",4.0,3.5,3174.0,84003.0,UT,Highland,40.4295683,-111.7880896,Utah County
897,897,719000.0,"3895 S. Grindstone Dr., Springville, UT 84663",4.0,2.0,1888.0,84663.0,UT,Springville,,,Utah County
898,898,157000.0,"190 South Sheridan, Orem, UT 84097",5.0,3.0,2340.0,84097.0,UT,Orem,,,Utah County
899,899,849000.0,"9250 N Hawk Ln, Eagle Mountain, UT 84005",6.0,3.0,3289.0,84005.0,UT,Eagle Mountain,40.381192,-111.996837,Utah County
900,900,85000.0,"129 West 8865 South, Sandy, UT 84070",3.0,1.75,1127.0,84070.0,UT,Sandy,40.5901485,-111.8948326,Salt Lake County
901,901,425000.0,"460 N Emery Ave, Orem, UT 84057",3.0,1.0,1461.0,84057.0,UT,Orem,40.3054,-111.7130058,Utah County
902,902,690000.0,"4556 W Birkdale Dr, Herriman, UT 84096",4.0,3.5,3051.0,84096.0,UT,Herriman,40.4808556,-111.9992236,Salt Lake County
903,903,455000.0,"4248 West 4495 South, West Valley City, UT 84...",6.0,2.0,2200.0,,,,,,Unknown
904,904,600000.0,"123 High Unitas Way, Heber City, UT 84032",3.0,2.5,1711.0,84032.0,UT,Heber City,,,Wasatch County
905,905,489000.0,"7555 N Pinecone Rd, Eagle Mountain, UT 840...",3.0,2.0,3172.0,,,,40.3554316,-112.005688,Unknown
906,906,360000.0,"4736 W Wagon Train Dr, Herriman, UT 84096",2.0,2.0,1258.0,84096.0,UT,Herriman,40.5259056,-112.0035409,Salt Lake County
907,907,650000.0,"6222 Breccia Vista Way, West Jordan, UT 84081",4.0,3.0,3704.0,84081.0,UT,West Jordan,,,Salt Lake County
908,908,579900.0,"6308 Anders Ridge Way, West Valley City, UT 84...",5.0,3.5,3171.0,,,,,,Unknown
909,909,524900.0,"1264 East Mohican Circle, Pleasant Grove, UT 840...",4.0,3.0,3404.0,,,,,,Unknown
910,910,585000.0,"1040 E Peaks Cir, Salt Lake City, UT 84117",4.0,2.0,2176.0,84117.0,UT,Salt Lake City,40.796463,-111.840461,Salt Lake County
911,911,425000.0,"341 North 800 East, Spanish Fork, UT 84660",5.0,2.0,2880.0,84660.0,UT,Spanish Fork,40.1136644,-111.640658,Utah County
912,912,,,,,,,,,34.220389,70.3800314,Unknown
913,913,1345000.0,"5759 West 12900 South, Herriman, UT 84096",4.0,2.5,5149.0,84096.0,UT,Herriman,40.5176906,-112.0209904,Salt Lake County
914,914,50000.0,"290 N Redwood Rd., Salt Lake City, UT 84116",2.0,2.0,960.0,84116.0,UT,Salt Lake City,40.78461,-111.939394,Salt Lake County
915,915,85000.0,"1573 W Indian Summer Dr., Salt Lake City, UT 8...",3.0,2.0,1000.0,,,,,,Unknown
916,916,58000.0,"7900 S 3300 W, Spanish Fork, UT 84660",,1.0,288.0,84660.0,UT,Spanish Fork,,,Utah County
917,917,699900.0,"6112 South Shirl Street, Taylorsville, UT 84123",5.0,3.5,3217.0,84123.0,UT,Taylorsville,,,Salt Lake County
918,918,749900.0,"1909 Terrace Dr, Orem, UT 84097",6.0,5.0,4464.0,84097.0,UT,Orem,40.2625708,-111.6790912,Utah County
919,919,419999.0,"3148 S 4880 W, West Valley City, UT 84120",4.0,1.75,1896.0,84120.0,UT,West Valley City,40.7023596,-112.0076514,Salt Lake County
920,920,435000.0,"520 N Marion, Salt Lake City, UT 84116",3.0,1.5,2280.0,84116.0,UT,Salt Lake City,,,Salt Lake County
921,921,454900.0,"5163 W Tessitura Way, Herriman, UT 84096",4.0,3.0,2223.0,84096.0,UT,Herriman,40.5254012,-112.0129825,Salt Lake County
922,922,1232000.0,"10929 Navarro Way, South Jordan, UT 84009",7.0,4.5,5876.0,84009.0,UT,South Jordan,,,Salt Lake County
923,923,464950.0,"6281 W Clear Vista Drive, Salt Lake City, UT...",3.0,1.75,1688.0,,,,,,Unknown
924,924,850000.0,"467 E. Foxstone Cove, Draper, UT 84020",5.0,3.5,4121.0,84020.0,UT,Draper,40.5242927,-111.8769592,Salt Lake County
925,925,270000.0,"2934 S 9000 W, Magna, UT 84044",3.0,1.5,1320.0,84044.0,UT,Magna,40.7037069,-112.106211,Salt Lake County
926,926,595000.0,"9089 S Wasatch Blvd, Cottonwood Heights, UT...",4.0,3.5,2610.0,,,,,,Unknown
927,927,535000.0,"163 S 700 W, Unit B, Pleasant Grove, UT 840...",2.0,2.0,1628.0,,,,,,Unknown
928,928,354990.0,"944 E Drifter Lane, Saratoga Springs, UT 84...",3.0,3.0,1508.0,,,,,,Unknown
929,929,749900.0,"2237 W Pheasant Bend Cir, South Jordan, UT 84...",7.0,3.0,4272.0,,,,,,Unknown
930,930,39999.0,"134 E Gardena Ave, Salt Lake City, UT 84115",1.0,1.0,428.0,84115.0,UT,Salt Lake City,,,Salt Lake County
931,931,214900.0,"162 N 400 W, 3, Provo, UT 84601",1.0,1.0,528.0,84601.0,UT,Provo,40.2371389,-111.6656596,Utah County
932,932,545000.0,"2184 N 1060 W, Provo, UT 84604",4.0,2.0,1716.0,84604.0,UT,Provo,40.262888,-111.676519,Utah County
933,933,965000.0,"8386 South 865 East, Sandy, UT 84094",6.0,3.0,3926.0,84094.0,UT,Sandy,40.5996291,-111.8669449,Salt Lake County
934,934,1525000.0,"1175 N 1350 E, Heber City, UT 84032",5.0,4.75,5510.0,84032.0,UT,Heber City,,,Wasatch County
935,935,1100000.0,"1756 North 1600 East Street, Mapleton, UT 84...",6.0,3.5,6079.0,,,,,,Unknown
936,936,389000.0,"816 West 500 North, Orem, UT 84057",3.0,1.0,1107.0,84057.0,UT,Orem,40.3062985,-111.7045514,Utah County
937,937,874800.0,"4219 Sovereign Way, Salt Lake City, UT 84124",4.0,3.0,2490.0,84124.0,UT,Salt Lake City,,,Salt Lake County
938,938,899000.0,"493 West 4100 North Street, Lehi, UT 84043",6.0,3.5,3833.0,84043.0,UT,Lehi,40.4399435,-111.8570791,Utah County
939,939,474900.0,"6076 Graceland Way, West Jordan, UT 84081",4.0,2.0,2188.0,84081.0,UT,West Jordan,,,Salt Lake County
940,940,1515000.0,"947 North 860 West, American Fork, UT 84003",4.0,4.0,6497.0,84003.0,UT,American Fork,40.391968,-111.8199142,Utah County
941,941,575000.0,"7443 S 3800 W, Benjamin, UT 84660",2.0,1.0,960.0,84660.0,UT,Benjamin,,,Utah County
942,942,469900.0,"7250 W San Harbor Ln, Magna, UT 84044",5.0,3.0,2340.0,84044.0,UT,Magna,40.7100748,-112.0644067,Salt Lake County
943,943,949000.0,"8873 Acorn Way, Lot #326, Heber City, UT 84...",3.0,2.0,2300.0,,,,,,Unknown
944,944,419900.0,"2124 North 220 East, Sandy, UT 84094",2.0,2.0,1331.0,84094.0,UT,Sandy,,,Salt Lake County
945,945,430000.0,"472 E 600 N, Spanish Fork, UT 84660",4.0,2.0,1796.0,84660.0,UT,Spanish Fork,40.1175137,-111.6094186,Utah County
946,946,859900.0,"509 W 200 N, Lot #40, Mapleton, UT 84664",3.0,2.5,4118.0,84664.0,UT,Mapleton,,,Utah County
947,947,430000.0,"596 North 400 East, American Fork, UT 84003",5.0,1.75,2200.0,84003.0,UT,American Fork,40.3802672,-111.7879502,Utah County
948,948,275000.0,"1826 W 1300 S, 115, Springville, UT 84663",3.0,2.0,1070.0,84663.0,UT,Springville,,,Utah County
949,949,324900.0,"1755 S Charlotte Ct, Mapleton, UT 84664",1.0,1.0,1.0,84664.0,UT,Mapleton,,,Utah County
950,950,839000.0,"6541 W Muzzle Loader Drive, Herriman, UT 840...",6.0,4.0,4980.0,,,,40.5150541,-112.0458833,Unknown
951,951,744454.0,"3429 S Killdeer Dr, 111, Saratoga Springs, UT 84...",5.0,3.0,3997.0,,,,,,Unknown
952,952,654084.0,"3403 South Killdeer Drive, 108, Saratoga Spr...",4.0,2.5,3632.0,,,,,,Unknown
953,953,736519.0,"3412 South Killdeer Drive, 101, Saratoga Spr...",4.0,2.5,4266.0,,,,,,Unknown
954,954,482000.0,"747 N 2770 West, Provo, UT 84601",4.0,1.75,1876.0,84601.0,UT,Provo,40.247463,-111.707723,Utah County
955,955,55000.0,"4629 South Monte Grande Drive, Lot 74, Ta...",2.0,1.0,728.0,,,,,,Unknown
956,956,305000.0,"4838 Highland Circle, #508, Holladay, UT 841...",2.0,1.0,907.0,,,,,,Unknown
957,957,350000.0,"4605 W 5255 S, Salt Lake City, UT 84118",3.0,1.0,1420.0,84118.0,UT,Salt Lake City,,,Salt Lake County
958,958,90000.0,"840 West Bigler Lane, Midway, UT 84049",3.0,3.0,1600.0,84049.0,UT,Midway,,,Wasatch County
959,959,479900.0,"1262 W. Sunset Dr., Salt Lake City, UT 84116",3.0,1.75,1700.0,84116.0,UT,Salt Lake City,,,Salt Lake County
960,960,11000.0,"9538 S 670 W, Unit A, Sandy, UT 84070",1.0,1.0,375.0,84070.0,UT,Sandy,,,Salt Lake County
961,961,79900.0,"6480 S 1140 W, Murray, UT 84123",2.0,2.0,1000.0,84123.0,UT,Murray,40.6299316,-111.9202548,Salt Lake County
962,962,380000.0,"3415 East Dundee Drive, Eagle Mountain, UT 840...",3.0,3.0,1756.0,,,,40.3616117,-111.9779955,Unknown
963,963,989000.0,"7695 South Mountain Estates Drive, Cottonwo...",6.0,5.0,2870.0,,,,,,Unknown
964,964,850000.0,"3692 West 5600 South Street, Spanish Fork, UT...",4.0,3.0,3332.0,,,,,,Unknown
965,965,749000.0,"778 South Fairway Lane, Orem, UT 84059",2.0,3.0,3866.0,84059.0,UT,Orem,40.2825713,-111.7441985,Utah County
966,966,634900.0,"1848 S Park Lane, Orem, UT 84058",5.0,3.0,3404.0,84058.0,UT,Orem,,,Utah County
967,967,749000.0,"2070 North 1450 East, Provo, UT 84604",6.0,3.0,3536.0,84604.0,UT,Provo,40.257885,-111.632479,Utah County
968,968,964500.0,"5037 W Lake Terrace Avenue, South Jordan, U...",6.0,3.5,4972.0,,,,,,Unknown
969,969,795000.0,"1675 North 1450 East, Provo, UT 84604",3.0,2.0,3224.0,84604.0,UT,Provo,40.257885,-111.632479,Utah County
970,970,602900.0,"486 S 2370 E, Spanish Fork, UT 84660",5.0,3.0,3288.0,84660.0,UT,Spanish Fork,40.1029692,-111.6145434,Utah County
971,971,1299000.0,"2376 E Lincoln Lane, Holladay, UT 84124",4.0,3.5,3254.0,84124.0,UT,Holladay,40.6821619,-111.8233637,Salt Lake County
972,972,629900.0,"6932 W Brookpoint Dr., West Valley City, UT 84...",6.0,3.5,3336.0,,,,,,Unknown
973,973,595000.0,"48 W 300 S Apt 2606n, Salt Lake City, UT 84101",2.0,2.0,1373.0,84101.0,UT,Salt Lake City,,,Salt Lake County
974,974,669900.0,"6222 Breccia Vista Way, West Jordan, UT 84081",4.0,3.0,3704.0,84081.0,UT,West Jordan,,,Salt Lake County
975,975,733000.0,"1456 W Newpark Blvd, #213ab, Park City, UT 8...",2.0,2.0,1100.0,,,,,,Unknown
976,976,529000.0,"1656 W 300 S, Mapleton, UT 84664",3.0,1.75,1798.0,84664.0,UT,Mapleton,,,Utah County
977,977,317000.0,"488 S 910 W, 105, Pleasant Grove, UT 840...",3.0,2.0,1263.0,,,,,,Unknown
978,978,388000.0,"945 South State Street, Provo, UT 84606",5.0,2.0,1700.0,84606.0,UT,Provo,40.2193666,-111.6387044,Utah County
979,979,1100000.0,"244 N 1090 E, Lindon, UT 84042",7.0,4.0,5054.0,84042.0,UT,Lindon,40.343531,-111.69107,Utah County
980,980,1600000.0,"9481 N 3830 W, Cedar Hills, UT 84062",5.0,5.0,7477.0,84062.0,UT,Cedar Hills,,,Utah County
981,981,130000.0,"2652 S Arabian Cir #64, West Valley City, UT 84...",3.0,2.0,1460.0,,,,,,Unknown
982,982,499950.0,"15362 S. Taraway Drive, Bluffdale, UT 84065",4.0,3.5,2418.0,84065.0,UT,Bluffdale,,,Salt Lake County
983,983,699900.0,"3421 South 2130 East, Millcreek, UT 84109",5.0,2.75,3024.0,84109.0,UT,Millcreek,40.6976522,-111.8299155,Salt Lake County
984,984,1190000.0,"635 W 860 N, American Fork, UT 84003",4.0,2.5,4705.0,84003.0,UT,American Fork,40.3940976,-111.8018439,Utah County
985,985,565000.0,"7758 S Unionwood Dr, Midvale, UT 84047",4.0,2.0,1811.0,84047.0,UT,Midvale,,,Salt Lake County
986,986,644900.0,"8929 S Sun Leaf Dr, West Jordan, UT 84088",4.0,2.0,3154.0,84088.0,UT,West Jordan,40.5894688,-111.9944001,Salt Lake County
987,987,537500.0,"9673 S 520 E, Sandy, UT 84070",4.0,1.75,1757.0,84070.0,UT,Sandy,40.5765533,-111.8764101,Salt Lake County
988,988,790000.0,"1759 North 290 East, Salem, UT 84653",5.0,4.5,4382.0,84653.0,UT,Salem,40.0812746,-111.6671848,Utah County
989,989,499990.0,"32 N Montrose, Saratoga Springs, UT 84045",4.0,2.5,1676.0,84045.0,UT,Saratoga Springs,,,Utah County
990,990,1299000.0,"13049 S Trotter Court, Riverton, UT 84065",4.0,3.0,3936.0,84065.0,UT,Riverton,,,Salt Lake County
991,991,680000.0,"12568 S. 4260 West, Riverton, UT 84096",5.0,3.0,2844.0,84096.0,UT,Riverton,,,Salt Lake County
992,992,574900.0,"4786 Furyk Court, South Jordan, UT 84009",3.0,3.0,2928.0,84009.0,UT,South Jordan,40.5687093,-112.0043325,Salt Lake County
993,993,599900.0,"530 N 900 E., Lehi, UT 84043",2.0,1.0,780.0,84043.0,UT,Lehi,40.4104974,-111.8345295,Utah County
994,994,550000.0,"3953 E Eagle Top Ct, Eagle Mountain, UT 840...",5.0,3.0,2621.0,,,,,,Unknown
995,995,469800.0,"4354 S 3600 W, West Valley City, UT 84119",5.0,2.75,2136.0,84119.0,UT,West Valley City,40.7128144,-111.9771723,Salt Lake County
996,996,440000.0,"1799 West 525 South, Lehi, UT 84043",3.0,2.0,1346.0,84043.0,UT,Lehi,40.3821463,-111.8768061,Utah County
997,997,679900.0,"581 North 800 East Street, Springville, UT 8...",3.0,2.5,4510.0,,,,,,Unknown
998,998,750.0,"150 N Main Street, Salt Lake City, UT 84301",,1.0,300.0,84301.0,UT,Salt Lake City,40.7715819,-111.891101,Salt Lake County
999,999,450000.0,"3209 S 4180 W, West Valley City, UT 84120",5.0,2.0,1778.0,84120.0,UT,West Valley City,40.700889,-111.990934,Salt Lake County
1000,1000,465000.0,"335 West 800 North, Salt Lake City, UT 84103",2.0,1.0,1035.0,84103.0,UT,Salt Lake City,40.7867408,-111.9011936,Salt Lake County
1001,1001,1199900.0,"1361 N 200 W, Mapleton, UT 84664",7.0,5.0,6272.0,84664.0,UT,Mapleton,,,Utah County
1002,1002,1599000.0,"296 E 700 N, Mapleton, UT 84664",6.0,3.75,5502.0,84664.0,UT,Mapleton,40.1371118,-111.5762896,Utah County
1003,1003,550000.0,"1960 W Camelot Way, West Jordan, UT 84084",4.0,3.0,2320.0,84084.0,UT,West Jordan,,,Salt Lake County
1004,1004,145000.0,"222 North 1200 West, #146, Orem, UT 84057",2.0,2.0,924.0,84057.0,UT,Orem,,,Utah County
1005,1005,585000.0,"4641 W 9980 N, Cedar Hills, UT 84062",5.0,3.0,3108.0,84062.0,UT,Cedar Hills,40.413318,-111.767614,Utah County
1006,1006,455117.0,"12993 W. Mulley Twist Ct., Riverton, UT 84096",4.0,3.5,1839.0,84096.0,UT,Riverton,,,Salt Lake County
1007,1007,479900.0,"5047 S Lambeth St, Taylorsville, UT 84129",4.0,2.0,2536.0,84129.0,UT,Taylorsville,,,Salt Lake County
1008,1008,458000.0,"2053 East Easter Drive, Eagle Mountain, UT 840...",3.0,2.0,2032.0,,,,40.2988032,-112.004676,Unknown
1009,1009,365000.0,"543 Lynnbrook Dr, Spanish Fork, UT 84660",2.0,2.0,1084.0,84660.0,UT,Spanish Fork,,,Utah County
1010,1010,795000.0,"206 E Crestview Dr, Coalville, UT 84017",1.0,1.0,1212.0,84017.0,UT,Coalville,,,Summit County
1011,1011,650000.0,"5698 S 2665 W, Taylorsville, UT 84129",6.0,3.0,2907.0,84129.0,UT,Taylorsville,40.6469823,-111.9572149,Salt Lake County
1012,1012,395000.0,"838 N 600 W, Provo, UT 84604",2.0,1.0,696.0,84604.0,UT,Provo,40.2497624,-111.6709902,Utah County
1013,1013,620000.0,"92 W Casi Way, Saratoga Springs, UT 84045",5.0,3.5,2891.0,84045.0,UT,Saratoga Springs,40.2864086,-111.8856098,Utah County
1014,1014,460000.0,"310 West 200 North, Pleasant Grove, UT 840...",4.0,1.0,2597.0,,,,,,Unknown
1015,1015,470000.0,"4325 South 615 East, Salt Lake City, UT 84107",3.0,1.75,1734.0,84107.0,UT,Salt Lake City,,,Salt Lake County
1016,1016,599000.0,"9170 E Soldier Creek Dam Road, Heber City,...",2.0,1.75,1180.0,,,,,,Unknown
1017,1017,279900.0,"1108 E 6600 S, B5, Murray, UT 84121",2.0,1.0,956.0,84121.0,UT,Murray,,,Salt Lake County
1018,1018,1599999.0,"1207 Cow Alley Cir, Oakley, UT 84055",7.0,5.0,6673.0,84055.0,UT,Oakley,40.7127197,-111.3058806,Summit County
1019,1019,35000.0,"4679 Mount Tuscarora Dr, Taylorsville, UT 84123",2.0,1.0,980.0,84123.0,UT,Taylorsville,40.6706315,-111.9143019,Salt Lake County
1020,1020,460882.0,"12994 S. Cohab Canyon Ct., Riverton, UT 84096",4.0,3.5,1839.0,84096.0,UT,Riverton,,,Salt Lake County
1021,1021,499500.0,"1624 E Ridgefield Rd, Spanish Fork, UT 84660",5.0,3.0,2200.0,84660.0,UT,Spanish Fork,40.1234379,-111.6262737,Utah County
1022,1022,1195000.0,"13363 S Lisa Marie Ln, Riverton, UT 84065",5.0,3.5,4875.0,84065.0,UT,Riverton,,,Salt Lake County
1023,1023,999900.0,"11146 Alta Crest Drive, South Jordan, UT 84095",6.0,5.0,4577.0,84095.0,UT,South Jordan,40.5487173,-111.9653426,Salt Lake County
1024,1024,349000.0,"993 W 1410 S, Orem, UT 84058",3.0,2.0,1247.0,84058.0,UT,Orem,,,Utah County
1025,1025,299900.0,"467 100 North, Spanish Fork, UT 84660",2.0,1.0,936.0,84660.0,UT,Spanish Fork,40.1105175,-111.6353549,Utah County
1026,1026,789000.0,"3730 S Lotus Brook Dr, South Salt Lake, UT 841...",6.0,4.5,3512.0,,,,,,Unknown
1027,1027,275000.0,"430 E 3335 S, 28, South Salt Lake, UT 84115",2.0,1.0,850.0,84115.0,UT,South Salt Lake,,,Salt Lake County
1028,1028,500000.0,"892 S 100 W., Orem, UT 84058",5.0,2.0,2236.0,84058.0,UT,Orem,40.2708726,-111.6976509,Utah County
1029,1029,387000.0,"160 W 500 N, Lehi, UT 84092",2.0,1.0,576.0,84092.0,UT,Lehi,40.3882128,-111.8220341,Utah County
1030,1030,89000.0,"75 W 250 N, Magna, UT 84044",3.0,2.0,895.0,84044.0,UT,Magna,,,Salt Lake County
1031,1031,15000.0,"3627 S 1000 E, Kamas, UT 84036",3.0,2.0,1440.0,84036.0,UT,Kamas,,,Summit County
1032,1032,620000.0,"827 E 4280 S, Millcreek, UT 84107",4.0,2.5,2248.0,84107.0,UT,Millcreek,40.6784639,-111.8678907,Salt Lake County
1033,1033,2650000.0,"12927 South Ringtail Cv, Draper, UT 84020",6.0,5.0,7134.0,84020.0,UT,Draper,40.517157,-111.856293,Salt Lake County
1034,1034,725000.0,"8021 Gambel Drive, T22, Park City, UT 84098",2.0,2.0,1280.0,84098.0,UT,Park City,,,Summit County
1035,1035,749000.0,"8341 N Meadowview Ct, #e11, Park City, UT 840...",2.0,2.0,1157.0,,,,,,Unknown
1036,1036,4875000.0,"1501 Oak Haven Ln, Wanship, UT 84017",6.0,5.0,18397.0,84017.0,UT,Wanship,,,Summit County
1037,1037,777000.0,"10469 N 6750 W, Highland, UT 84843",6.0,2.75,3366.0,84843.0,UT,Highland,,,Utah County
1038,1038,465000.0,"441 North 2530 West, Provo, UT 84601",4.0,2.0,1744.0,84601.0,UT,Provo,40.239354,-111.703322,Utah County
1039,1039,450000.0,"8786 W Cyprus St, Copperton, UT 84006",4.0,2.0,1960.0,84006.0,UT,Copperton,,,Salt Lake County
1040,1040,640000.0,"191 West Center Street, Alpine, UT 84004",5.0,2.0,2046.0,84004.0,UT,Alpine,40.453337,-111.7796987,Utah County
1041,1041,999000.0,"11056 Rodnia Circle, Sandy, UT 84092",5.0,4.5,4095.0,84092.0,UT,Sandy,40.5509237,-111.8464614,Salt Lake County
1042,1042,519900.0,"3692 E Owahee St, Eagle Mountain, UT 84005",4.0,3.0,2170.0,84005.0,UT,Eagle Mountain,40.351323,-111.97395,Utah County
1043,1043,678000.0,"13607 S Simplicity Pl, Herriman, UT 84096",4.0,3.0,2554.0,84096.0,UT,Herriman,40.5041449,-112.0363843,Salt Lake County
1044,1044,419900.0,"2750 S 500 E, Salt Lake City, UT 84106",4.0,1.0,2047.0,84106.0,UT,Salt Lake City,40.7417402,-111.8767571,Salt Lake County
1045,1045,674900.0,"473 North 1180 East, Pleasant Grove, UT 840...",5.0,3.5,4027.0,,,,40.368563,-111.713504,Unknown
1046,1046,69800.0,"1088 W Yarrow Lane, 99, Salt Lake City, UT 84123",2.0,2.0,860.0,84123.0,UT,Salt Lake City,,,Salt Lake County
1047,1047,405000.0,"267 S 930 W, Pleasant Grove, UT 84062",3.0,3.0,1500.0,84062.0,UT,Pleasant Grove,40.3603839,-111.754218,Utah County
1048,1048,690000.0,"6652 S Duchess St, West Jordan, UT 84081",6.0,2.75,2926.0,84081.0,UT,West Jordan,,,Salt Lake County
1049,1049,489000.0,"1234 W 80 S, Pleasant Grove, UT 84062",3.0,2.5,1718.0,84062.0,UT,Pleasant Grove,40.3629066,-111.7591051,Utah County
1050,1050,465000.0,"5963 S Loder Dr, Salt Lake City, UT 84118",4.0,2.0,1748.0,84118.0,UT,Salt Lake City,,,Salt Lake County
1051,1051,1125000.0,"673 W 1040 N, American Fork, UT 84003",5.0,4.5,5055.0,84003.0,UT,American Fork,40.3974496,-111.8096219,Utah County
